ui/src/app/components/defender/mitigations/mitigation-resources/shared/status-icon.jsx,,CheckCircleLtrIcon (now CheckCircleIcon),,,,,,
,,ErrorIcon,,,,,,
ui/src/app/components/defender/mitigations/mitigation-resources/mitigation-resources-page.jsx,,,,,Grid,,,
ui/src/app/components/defender/mitigations/mitigation-templates/bgp/bgp-form.spec.jsx,-,,,-,,,,
ui/src/app/components/defender/mitigations/mitigation-templates/bgp/mssp-bpg-form.spec.tsx,-,,,-,,,,
ui/src/app/components/defender/mitigations/mitigation-templates/flowspec/flowspec-form.spec.jsx,-,,,-,,,,
ui/src/app/components/defender/mitigations/mitigation-templates/flowspec/mssp-flowspec-form.spec.tsx,-,,,-,,,,
ui/src/app/components/defender/mitigations/mitigation-templates/form-sections/allow-block-lists/cidr-list-input-display.jsx,,AddCircleIcon (now AddCircleOutline),,,InputAdornment,,,
,,IconButton,,,,,,
ui/src/app/components/defender/mitigations/mitigation-templates/form-sections/announcement-settings/bgp-next-hop-input.jsx,,FormLabel,,,,,,
ui/src/app/components/defender/mitigations/mitigation-templates/form-sections/announcement-settings/upstream-or-cloud.jsx,,CheckboxField (now FormControlLabel & Checkbox),,,,,,
ui/src/app/components/defender/mitigations/mitigation-templates/form-sections/announcement-settings/well-known-communities.jsx,,Box,,,,,,
,,CheckboxField (now FormControlLabel & Checkbox),,,,,,
,,FormLabel,,,,,,
ui/src/app/components/defender/mitigations/mitigation-templates/form-sections/countermeasures/countermeasures.tsx,-,,,-,,,,
ui/src/app/components/defender/mitigations/mitigation-templates/form-sections/countermeasures/countermeasures-list-item.tsx,,theme (now grey),,,,,Use theme.palette.grey[xxx],
,,Typography,,,,,,
ui/src/app/components/defender/mitigations/mitigation-templates/form-sections/countermeasures/title-section.tsx,,CheckboxField (now FormControlLabel & Checkbox),,,,,,
,,CheckboxFieldProps (now MUICheckboxProps),,,,,,
,,FormLabel,,,,,,
ui/src/app/components/defender/mitigations/mitigation-templates/form-sections/dms-mitigation-target/dms-mitigation-target.jsx,,Typography,,,,,,
ui/src/app/components/defender/mitigations/mitigation-templates/form-sections/dms-mitigation-target/overwrite-offramp-settings-warning-dialog.jsx,-,,,-,,,,
ui/src/app/components/defender/mitigations/mitigation-templates/form-sections/filter-rules/action-type-bgp-next-hop-input.jsx,-,,,-,,,,
ui/src/app/components/defender/mitigations/mitigation-templates/form-sections/filter-rules/action-type-dscp-input.jsx,-,,,-,,,,
ui/src/app/components/defender/mitigations/mitigation-templates/form-sections/filter-rules/action-type-rate-limit-select.js,,DropdownMenu.Item (now MenuItem),,,,,,
,,TextField,,,,,,
ui/src/app/components/defender/mitigations/mitigation-templates/form-sections/filter-rules/action-type-redirect-vrf-route-target.jsx,-,,,-,,,,
ui/src/app/components/defender/mitigations/mitigation-templates/form-sections/filter-rules/action-type-select.jsx,,DropdownMenu.Item (now MenuItem),,,,,,
,,TextField,,,,,,
ui/src/app/components/defender/mitigations/mitigation-templates/form-sections/filter-rules/destination-port-input.jsx,-,,,-,,,,
ui/src/app/components/defender/mitigations/mitigation-templates/form-sections/filter-rules/dscp-input.jsx,-,,,-,,,,
ui/src/app/components/defender/mitigations/mitigation-templates/form-sections/filter-rules/fragment-input.jsx,-,,,-,,,,
ui/src/app/components/defender/mitigations/mitigation-templates/form-sections/filter-rules/icmp-code-input.jsx,-,,,-,,,,
ui/src/app/components/defender/mitigations/mitigation-templates/form-sections/filter-rules/icmp-type-input.jsx,-,,,-,,,,
ui/src/app/components/defender/mitigations/mitigation-templates/form-sections/filter-rules/packet-length-input.jsx,-,,,-,,,,
ui/src/app/components/defender/mitigations/mitigation-templates/form-sections/filter-rules/port-agnostic-input.jsx,-,,,-,,,,
ui/src/app/components/defender/mitigations/mitigation-templates/form-sections/filter-rules/protocols-input.jsx,-,,,-,,,,
ui/src/app/components/defender/mitigations/mitigation-templates/form-sections/filter-rules/source-port-input.jsx,-,,,-,,,,
ui/src/app/components/defender/mitigations/mitigation-templates/form-sections/filter-rules/tcp-flags.jsx,,CheckboxField (now FormControlLabel & Checkbox),,,,,,
ui/src/app/components/defender/mitigations/mitigation-templates/form-sections/general-settings/dimension-auto-suggest.jsx,-,,,-,,,,
ui/src/app/components/defender/mitigations/mitigation-templates/form-sections/general-settings/event-id-auto-suggest.jsx,-,,,-,,,,
ui/src/app/components/defender/mitigations/mitigation-templates/form-sections/general-settings/mitigation-description-input.jsx,-,,,-,,,,
ui/src/app/components/defender/mitigations/mitigation-templates/form-sections/general-settings/mitigation-name-input.jsx,-,,,-,,,,
ui/src/app/components/defender/mitigations/mitigation-templates/form-sections/general-settings/mitigation-template-auto-suggest.jsx,-,,,-,,,,
ui/src/app/components/defender/mitigations/mitigation-templates/form-sections/general-settings/mitigation-template-confirmation-modal.jsx,-,,,-,,,,
ui/src/app/components/defender/mitigations/mitigation-templates/form-sections/general-settings/position-select.jsx,-,,,-,,,,
ui/src/app/components/defender/mitigations/mitigation-templates/form-sections/mitigation-target/arbor-mitigation-template-select.jsx,,DropdownMenu.Item (now MenuItem),,,,,,
,,TextField (now ValidatedTextField),,,,,,
ui/src/app/components/defender/mitigations/mitigation-templates/form-sections/mitigation-target/devices-and-groups.spec.jsx,-,,,-,,,,
ui/src/app/components/defender/mitigations/mitigation-templates/form-sections/mitigation-target/interface-sets-display.spec.jsx,-,,,-,,,,
ui/src/app/components/defender/mitigations/mitigation-templates/form-sections/mitigation-target/mitigation-system-select.jsx,,DropdownMenu.Item (now MenuItem),,,,,,
,,TextField (now ValidatedTextField),,,,,,
ui/src/app/components/defender/mitigations/mitigation-templates/form-sections/mitigation-target/shared-dialog.jsx,-,,,-,,,,
ui/src/app/components/defender/mitigations/mitigation-templates/form-sections/mitigation-target/shared-display.jsx,,AddIcon,,,DeleteOutline,,,
,,IconButton,,,makeStyles,,,
ui/src/app/components/defender/mitigations/mitigation-templates/form-sections/mitigation-target/shared-display-list-view.jsx,,Box,,,ListItem (now MUIListItem),,,
,,,,,withStyles,,,
ui/src/app/components/defender/mitigations/mitigation-templates/form-sections/mitigation-target/shared-display-table-view.jsx,-,,,-,,,,
ui/src/app/components/defender/mitigations/mitigation-templates/form-sections/mitigation-target/shared-display-title.tsx,,FormLabel,,,,,,
ui/src/app/components/defender/mitigations/mitigation-templates/form-sections/mitigation-target/target-select.jsx,,DropdownMenu.Item (now MenuItem),,,CircularProgress,,,
,,TextField,,,,,,
ui/src/app/components/defender/mitigations/mitigation-templates/form-sections/offramp-settings/offramp-sessions-and-groups.jsx,,Box,,,,,,
ui/src/app/components/defender/mitigations/mitigation-templates/form-sections/protect/add-protected-object-cidrs-button.tsx,,theme (now grey),,,ArrowForward,,Use theme.palette.grey[xxx],
,,,,,ListItem,,,
,,,,,ListItemIcon,,,
,,,,,ListItemText,,,
,,,,,withStyles,,,
ui/src/app/components/defender/mitigations/mitigation-templates/form-sections/protect/cidrs-to-protect-table.jsx,,IconButton,,,DeleteOutline,,,
ui/src/app/components/defender/mitigations/mitigation-templates/form-sections/protect/cidrs-to-protect-table.spec.jsx,-,,,-,,,,
ui/src/app/components/defender/mitigations/mitigation-templates/form-sections/protect/cidrs-type.jsx,,DropdownMenu.Item (now MenuItem),,,withStyles,,,
,,TextField,,,,,,
,,Typography,,,,,,
ui/src/app/components/defender/mitigations/mitigation-templates/form-sections/protect/delete-all-confirmation-modal.tsx,-,,,-,,,,
ui/src/app/components/defender/mitigations/mitigation-templates/form-sections/protect/paired-cidrs-inputs.tsx,,AddCircleIcon (now AddCircleOutline),,,,,,
,,Box,,,,,,
ui/src/app/components/defender/mitigations/mitigation-templates/form-sections/protect/protect-utils.tsx,,IconButton,,,,,,
ui/src/app/components/defender/mitigations/mitigation-templates/form-sections/protect/single-cidr-input.tsx,,AddCircleIcon (now AddCircleOutline),,,InputAdornment,,,
ui/src/app/components/defender/mitigations/mitigation-templates/form-sections/protect/use-host-prefixes.jsx,,CheckboxField (now FormControlLabel & Checkbox),,,,,,
ui/src/app/components/defender/mitigations/mitigation-templates/form-sections/protect/use-less-specific-prefixes.jsx,,CheckboxField (now FormControlLabel & Checkbox),,,,,,
ui/src/app/components/defender/mitigations/mitigation-templates/form-sections/schedule/schedule.jsx,-,,,-,,,,
ui/src/app/components/defender/mitigations/mitigation-templates/shared/mitigation-form.jsx,,Dialog.Root (now Dialog),,,Slide,,,
ui/src/app/components/defender/mitigations/mitigation-templates/shared/mitigation-form-actions.jsx,,Paper,,,makeStyles,,,
ui/src/app/components/defender/mitigations/mitigation-templates/shared/mitigation-form-confirm-close.jsx,-,,,-,,,,
ui/src/app/components/defender/mitigations/mitigation-templates/shared/mitigation-form-section.jsx,,Box,,,Grid,,,
,,Typography,,,,,,
ui/src/app/components/defender/mitigations/mitigation-templates/shared/mitigation-form-title.jsx,-,,,-,,,,
ui/src/app/components/defender/mitigations/mitigation-templates/shared/simple-mitigation-table.jsx,,IconButton,,,DeleteOutline,,,
ui/src/app/components/defender/mitigations/mitigation-templates/shared/styled-elements.jsx,,Box,,,ErrorOutline (now ErrorOutlineIcon),,Types of BoxProps and FormLabelProps are imported inside JSDoc notes.,
,,BoxProps,,,makeStyles,,,
,,FormLabel,,,,,,
,,FormLabelProps,,,,,,
,,IconButton,,,,,,
,,Typography,,,,,,
,,WarningIcon,,,,,,
ui/src/app/components/defender/mitigations/mitigation-templates/third-party/mssp-third-party-form.spec.tsx,-,,,-,,,,
ui/src/app/components/defender/mitigations/mitigation-templates/third-party/third-party-form.spec.jsx,-,,,-,,,,
ui/src/app/components/defender/mitigations/mitigation-templates/mitigation.spec.utils.jsx,-,,,-,,,,
ui/src/app/components/defender/mitigations/mitigations-list/filters/device-filter.jsx,-,,,-,,,,
ui/src/app/components/defender/mitigations/mitigations-list/filters/device-group-filter.jsx,-,,,-,,,,
ui/src/app/components/defender/mitigations/mitigations-list/filters/has-related-event-filter.jsx,,FormLabel,,,FormControl,,,
,,RadioField (now FormControlLabel & Radio),,,RadioGroup,,,
ui/src/app/components/defender/mitigations/mitigations-list/filters/network-firewall-set-filter.jsx,-,,,-,,,,
ui/src/app/components/defender/mitigations/mitigations-list/filters/policy-filter.jsx,-,,,-,,,,
ui/src/app/components/defender/mitigations/mitigations-list/filters/status-filter.jsx,,FormLabel,,,FormControl,,,
,,RadioField (now FormControlLabel & Radio),,,RadioGroup,,,
ui/src/app/components/defender/mitigations/mitigations-list/filters/type-filter.jsx,,FormLabel,,,FormControl,,,
,,RadioField (now FormControlLabel & Radio),,,RadioGroup,,,
ui/src/app/components/defender/mitigations/mitigations-list/test-utils/render-mitigation-list-page.spec.utils.jsx,-,,,-,,,,
ui/src/app/components/defender/mitigations/mitigations-list/mitigation-actions-cell.jsx,,VisibilityIcon,,,,,,
ui/src/app/components/defender/mitigations/mitigations-list/mitigation-list-page.jsx,,,,,Grid,,,
ui/src/app/components/defender/mitigations/mitigations-list/mitigation-list-sidebar.jsx,,Typography,,,,,,
ui/src/app/components/defender/mitigations/mitigations-list/mitigation-table.jsx,,Box,,,,,,
ui/src/app/components/defender/shared/add-mitigation-dropdown/shared.jsx,-,,,-,,,,
ui/src/app/components/defender/shared/dms-dirty-boundary-selector/boundary-picker.jsx,-,,,-,,,,
ui/src/app/components/defender/shared/form-components/auto-compaction-checkbox.jsx,,CheckboxField (now FormControlLabel & Checkbox),,,,,,
ui/src/app/components/defender/shared/form-components/cidr-minimum-v4.jsx,-,,,-,,,,
ui/src/app/components/defender/shared/form-components/cidr-minimum-v6.jsx,-,,,-,,,,
ui/src/app/components/defender/shared/form-components/protocol-select.jsx,-,,,-,,,,
ui/src/app/components/defender/shared/form-components/switchover-threshold.jsx,-,,,-,,,,
ui/src/app/components/defender/shared/form-components/top-dest-cidrs.jsx,-,,,-,,,,
ui/src/app/components/defender/shared/forms/communities-input.jsx,,AddCircleIcon (now AddCircleOutline),,,InputAdornment,,,
,,FormLabel,,,,,,
,,IconButton,,,,,,
ui/src/app/components/defender/shared/forms/redirect-vrf-route-target-input.jsx,,FormLabel,,,,,,
ui/src/app/components/defender/shared/lookup-ip/ip-address-dropdown.jsx,-,,,-,,,,
ui/src/app/components/defender/shared/lookup-ip/lookup-ip.jsx,,Box,,,withStyles,,,
ui/src/app/components/defender/shared/lookup-ip/lookup-ip-dialog.jsx,,Box,,,Grid,,,
,,Dialog.Body (now DialogContent),,,withStyles,,,
,,Dialog.Footer (now DialogActions),,,,,,
,,Dialog.Root (now Dialog),,,,,,
,,Pagination,,,,,,
,,Typography,,,,,,
ui/src/app/components/defender/shared/lookup-ip/lookup-ip-utils.jsx,-,,,-,,,,
ui/src/app/components/defender/shared/lookup-ip/port-chip.jsx,,Box,,,withStyles,,,
ui/src/app/components/defender/shared/message-log/filter-toolbar.tsx,,,,,makeStyles,,,
ui/src/app/components/defender/shared/message-log/message-log.jsx,,Box,,,AccountCircle,,,
,,ErrorIcon (now Error),,,Accordion,,,
,,,,,AccordionDetails,,,
,,,,,AccordionSummary,,,
,,,,,ArrowUpward (now ArrowUpwardIcon),,,
,,,,,ExpandMore (now ExpandMoreIcon),,,
,,,,,makeStyles,,,
,,,,,withStyles,,,
ui/src/app/components/defender/shared/positions-selector/defender-dimension-positions-table.jsx,-,,,-,,,,
ui/src/app/components/defender/shared/positions-selector/defender-dimension-select.jsx,-,,,-,,,,
ui/src/app/components/defender/shared/ace-capable-indicator.tsx,,theme (now grey),,,,,Use theme.palette.grey[xxx],
ui/src/app/components/defender/shared/cell-link.tsx,,theme (now grey),,,makeStyles,,Use theme.palette.grey[xxx],
ui/src/app/components/defender/shared/explorer-button.jsx,,PolicyIcon (now Policy),,,,,,
ui/src/app/components/defender/shared/section-header.jsx,,Typography,,,,,,
ui/src/app/components/defender/shared/styled.tsx,-,,,-,,,,
ui/src/app/components/defender/shared/table-stop-mitigation-button.jsx,,StopIcon,,,CircularProgress,,,
ui/src/app/components/defender/shared/warning-icon-tooltip.jsx,,,,,ErrorOutline,,,
,,,,,withStyles,,,
ui/src/app/components/defender/table-search.jsx,-,,,-,,,,
deployment-settings,,,,,,,,
ui/src/app/components/deployment-settings/ui-settings/custom-announcement.tsx,,,,,Grid,,,
ui/src/app/components/deployment-settings/ui-settings/edit-image-dialog.tsx,,Paper,,,,,,
,,Dialog,,,,,,
,,DialogActions,,,,,,
,,DialogContent,,,,,,
,,Box,,,,,,
,,makeStyles,,,,,,
ui/src/app/components/deployment-settings/ui-settings/edit-logo-section.tsx,,Box,,,,,,
,,makeStyles,,,,,,
ui/src/app/components/deployment-settings/ui-settings/file-dropzone.tsx,,makeStyles,,,,,,
ui/src/app/components/deployment-settings/ui-settings/global-support-link.tsx,,,,,Grid,,,
ui/src/app/components/deployment-settings/ui-settings/image-section.tsx,,makeStyles,,,Grid,,,
ui/src/app/components/deployment-settings/ui-settings/logo-sizes-toggle.tsx,,Box,,,ToggleButtonGroup,,,
,,FormControl,,,ToggleButton,,,
,,Form,,,,,,
ui/src/app/components/deployment-settings/ui-settings/navbar-preview.tsx,,Paper,,,,,,
,,DashboardIcon,,,,,,
,,AssessmentIcon,,,,,,
,,PolicyIcon,,,,,,
,,SettingsApplicationsIcon,,,,,,
,,makeStyles,,,,,,
,,Theme,,,,,,
,,* grey,,,,,,
ui/src/app/components/deployment-settings/ui-settings/reset-all-to-default-button.tsx,,Dialog,,,,,,
,,DialogActions,,,,,,
,,DialogContent,,,,,,
ui/src/app/components/deployment-settings/ui-settings/ui-settings.tsx,,,,,Grid,,,
ui/src/app/components/deployment-settings/deployment-settings-page.tsx,,,,,Grid,,,
ui/src/app/components/deployment-settings/side-menu.tsx,,Box,,,,,,
deployment-setup,,,,,,,,
ui/src/app/components/deployment-setup/form-components/language-auto-suggest.tsx,,,,,,,,
ui/src/app/components/deployment-setup/form-components/timezone-auto-suggest.jsx,,,,,,,,
ui/src/app/components/deployment-setup/deployment-setup-page.jsx,,,,,Grid,,,
ui/src/app/components/deployment-setup/deployment-tag-form.jsx,,,,,,,,
ui/src/app/components/deployment-setup/deployment-tags-list.jsx,,ExpandMoreIcon,,,Accordion,,,
,,Typography,,,AccordionSummary,,,
,,,,,AccordionDetails,,,
ui/src/app/components/deployment-setup/proxy-setup-form.jsx,,,,,,,,
devices,,,,,,,,
ui/src/app/components/devices/devices-overview/flow-record-chart/controls/visualization-settings-button.tsx,,Tune (Icon),,,,,,
ui/src/app/components/devices/devices-overview/flow-record-chart/controls/visualization-settings-menu-form.tsx,,withStyles,,,,,,
,,Theme,,,,,,
,,FormControlLabel,,,,,,
,,FormLabel,,,,,,
,,Radio,,,,,,
,,RadioGroup,,,,,,
ui/src/app/components/devices/devices-overview/flow-record-chart/controls/visualization-settings-menu.tsx,,DialogContent,,,,,,
,,DialogActions,,,,,,
,,makeStyles,,,,,,
,,withStyles,,,,,,
,,Popper,,,,,,
,,Box,,,,,,
ui/src/app/components/devices/devices-overview/flow-record-chart/flow-record-chart-helpers.ts,,,,,,,,
ui/src/app/components/devices/devices-overview/flow-record-chart/flow-record-chart.tsx,,,,,,,,
ui/src/app/components/devices/devices-overview/devices-overview.tsx,,,,,Grid,,,
ui/src/app/components/devices/devices-table/cells/router-status-indicator.tsx,,Box,,,,,,
